rep_new,policy_level,date,organisation,purpose,department,others_at_the_meeting,source,registrant_additional_information,portal_source,RecordId,tag
Jackie Dunbar MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Jackie Dunbar MSP  Member for Aberdeen Donside  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49351,Type: None | Lobbyist names: Alison Douglas; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97652,
Ivan McKee MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Ivan McKee  Member for Glasgow Provan  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49350,Type: None | Lobbyist names: Rebecca Sibbett; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97653,
Gordon MacDonald MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Gordon MacDonald MSP  Member for Edinburgh Pentlands  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49349,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97654,
Finlay Carson MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Finlay Carson MSP  Member for Galloway and West Dumfries  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it  as well as the need to reduce the availability of alcohol. We also discussed the potential to introduce an alcohol harm prevention levy to generate income to help address the public health emergency of alcohol harm. Lastly  we emphasised the need for statutory regulation on alcohol labelling and spoke briefly about the potential impact of No and Low alcohol products. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49348,Type: None | Lobbyist names: Alison Douglas; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97655,
Emma Harper MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Emma Harper MSP  Member for South Scotland  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49347,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97656,
Craig Hoy MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Craig Hoy MSP  Member for South Scotland  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. Lastly  we discussed the potential to introduce an alcohol harm prevention levy to generate income to help address the public health emergency of alcohol harm. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49346,Type: None | Lobbyist names: Rebecca Sibbett; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97657,
Clare Adamson MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Clare Adamson MSP  Member for Motherwell and Wishaw.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49345,Type: None | Lobbyist names: Alison Douglas; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97658,
Bob Doris MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Bob Doris MSP  Member for Glasgow Maryhill and Springburn  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. Lastly  we discussed the potential to introduce an alcohol harm prevention levy to generate income to help address the public health emergency of alcohol harm.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49344,Type: None | Lobbyist names: Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97659,
Audrey Nicoll MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Audrey Nicoll MSP  Member for Aberdeen South and North Kincardine  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49343,Type: None | Lobbyist names: Alison Douglas; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97660,
Anas Sarwar MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Anas Sarwar  Member for Glasgow  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. Lastly  we discussed the potential to introduce an alcohol harm prevention levy to generate income to help address the public health emergency of alcohol harm. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49342,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97661,
Alex Rowley MSP,MSP,11/01/2023,Alcohol Focus Scotland,Conversation with Alex Rowley MSP  Member for Mid Scotland and Fife  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it  as well as the need to reduce the availability of alcohol. Lastly  we discussed the potential to introduce an alcohol harm prevention levy to generate income to help address the public health emergency of alcohol harm.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49341,Type: None | Lobbyist names: Alison Douglas; Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97662,
Alexander Burnett MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Alexander Burnett MSP  Member for Aberdeenshire West  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49339,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97663,
Sue Webber MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Sue Webber MSP  Member for Lothian  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49338,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97664,
Jenni Minto MSP,Minister,31/10/2023,Alcohol Focus Scotland,Conversation with Jenni Minto MSP  Minister for Public Health and Women's Health  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament.  We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Minister with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49337,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97665,
Monica Lennon MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Monica Lennon MSP  Member for Central Scotland  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49336,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97666,
Kaukab Stewart MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Kaukab Stewart MSP  Member for Glasgow Kelvin  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49335,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97667,
John Mason MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with John Mason MSP  Member for Glasgow Shettleston  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it  as well as the need to reduce the visibility of alcohol in stores in Scotland.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49334,Type: None | Lobbyist names: Nicola Merrin | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97668,
Gillian Mackay MSP,MSP,31/10/2023,Alcohol Focus Scotland,Conversation with Gillian Mackay MSP  Member for Central Scotland  at the Alcohol Focus Scotland exhibition stand in the Scottish Parliament. We raised awareness of the level of alcohol harm in Scotland and the need for preventative action alongside targeted treatment and care. We highlighted our campaign to protect children and young people from exposure to alcohol marketing and asked for a photo of the Member with our campaign board to show their support. We discussed Minimum Unit Pricing (MUP) and the need to maintain and uprate it.  | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49333,Type: None | Lobbyist names: Rebecca Sibbett; Aidan Collins | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97669,
Rt Hon Dominic Grieve QC,Attorney General,01/01/2012,Criminal Law Commission,To discuss contempt issues,Attorney General's Office,,,,UK Government,1,
Rt Hon Dominic Grieve QC,Attorney General,01/02/2012,Federalist Society,To discuss the EU Court of Human Rights,Attorney General's Office,,,,UK Government,2,
Rt Hon Dominic Grieve QC,Attorney General,01/02/2012,Magistrates Association,To discuss the magistrates sentencing powers,Attorney General's Office,,,,UK Government,3,
Rt Hon Dominic Grieve QC,Attorney General,01/02/2012,Bar Council,Regular catch up meeting,Attorney General's Office,,,,UK Government,4,
Rt Hon Dominic Grieve QC,Attorney General,01/03/2012,Sir Daniel Bethlehem QC & Sir Jeffery Jowell QC,To discuss Bahrain issues,Attorney General's Office,,,,UK Government,5,
Rt Hon Dominic Grieve QC,Attorney General,01/03/2012,Young Barristers Committee,Introductory meeting,Attorney General's Office,,,,UK Government,6,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/01/2012,Balfour Beatty,To discuss Deferred Prosecution Agreements,Attorney General's Office,,,,UK Government,7,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/01/2012,International Chamber of Commerce UK,To discuss Deferred Prosecution Agreements,Attorney General's Office,,,,UK Government,8,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/02/2012,Magistrates Association,To discuss Deferred Prosecution Agreements,Attorney General's Office,,,,UK Government,9,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/02/2012,Bar Council,Regular catch up meeting,Attorney General's Office,,,,UK Government,10,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/03/2012,Young Barristers Committee,Introductory meeting,Attorney General's Office,,,,UK Government,11,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,University College London,Judicial independence,Attorney General's Office,,,,UK Government,12,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,ILEX and CILEX,Regulation of reserved legal activities.,Attorney General's Office,,,,UK Government,13,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,Victim Support,Future of victim and witness services,Attorney General's Office,,,,UK Government,14,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,University College London,Jury misconduct,Attorney General's Office,,,,UK Government,15,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,Youth at Risk,Update meeting,Attorney General's Office,,,,UK Government,16,
Rt Hon Dominic Grieve QC,Attorney General,01/05/2012,Nadia Eweida,Government's approach to Christianity,Attorney General's Office,,,,UK Government,17,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/05/2012,ILEX and CILEX,Regulation of reserved legal activities.,Attorney General's Office,,,,UK Government,18,
Rt Hon Dominic Grieve QC,Attorney General,01/07/2012,Sky,Summer reception,Attorney General's Office,,,,UK Government,19,
Rt Hon Dominic Grieve QC,Attorney General,01/07/2012,Law Society,Introductory meeting,Attorney General's Office,,,,UK Government,20,
Rt Hon Dominic Grieve QC,Attorney General,01/09/2012,Bar Standards Board,Regular catch up meeting,Attorney General's Office,,,,UK Government,21,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/09/2012,Bar Standards Board,Regular catch up meeting,Attorney General's Office,,,,UK Government,22,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/07/2012,Sky,Summer reception,Attorney General's Office,,,,UK Government,23,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/07/2012,Law Society,Introductory meeting,Attorney General's Office,,,,UK Government,24,
The Rt Hon. the Lord Garnier QC,Solicitor General,01/07/2012,GC100 members,To discuss Deferred Prosecution Agreements,Attorney General's Office,,,,UK Government,25,
Rt Hon Dominic Grieve QC,Attorney General,01/10/2012,Federalist Society,To discuss European Courts of Human Rights,Attorney General's Office,,,,UK Government,26,
Rt Hon Dominic Grieve QC,Attorney General,01/10/2012,"The Constitution Unit, School of Public Policy",To discuss the Legislation process.,Attorney General's Office,,,,UK Government,27,
Rt Hon Dominic Grieve QC,Attorney General,01/11/2012,Society of Editors,To discuss the Media in the CJS,Attorney General's Office,,,,UK Government,28,
Rt Hon Dominic Grieve QC,Attorney General,01/12/2012,Liberty,Catch up meeting,Attorney General's Office,,,,UK Government,29,
Rt Hon Dominic Grieve QC,Attorney General,01/12/2012,Spark Inside,Introductory meeting,Attorney General's Office,,,,UK Government,30,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/12/2012,Liberty,Introductory meeting,Attorney General's Office,,,,UK Government,31,
Rt Hon Dominic Grieve QC,Attorney General,01/01/2013,Law Society,Catch up meeting,Attorney General's Office,,,,UK Government,32,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/01/2013,Law Society,Catch up meeting,Attorney General's Office,,,,UK Government,33,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/01/2013,GC100 Members,To discuss Deferred Prosecution Agreements,Attorney General's Office,,,,UK Government,34,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/01/2013,Financial Times (Journalist),Discussed various topics,Attorney General's Office,,,,UK Government,35,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/02/2013,Centre for Social Justice,Modern Slavery Report,Attorney General's Office,,,,UK Government,36,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/03/2013,Under Treasurer of Middle Temple,Becoming a Bencher,Attorney General's Office,,,,UK Government,37,
Rt Hon Dominic Grieve QC,Attorney General,01/04/2013,Odgers Berndtson,To discuss the DPP's recruitment competition,Attorney General's Office,,,,UK Government,38,
Rt Hon Dominic Grieve QC,Attorney General,01/06/2013,KPMG,To discuss Economic Crime,Attorney General's Office,,,,UK Government,39,
Rt Hon Dominic Grieve QC,Attorney General,01/06/2013,Sir Jeremy Greenstock,To discuss BP's ongoing litigation in the US,Attorney General's Office,,,,UK Government,40,
Rt Hon Dominic Grieve QC,Attorney General,01/06/2013,Society of Editors,To discuss contempt matters,Attorney General's Office,,,,UK Government,41,
Rt Hon Dominic Grieve QC,Attorney General,01/06/2013,BP,To discuss ongoing litigation in the US,Attorney General's Office,,,,UK Government,42,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/06/2013,KPMG,To discuss economic crime,Attorney General's Office,,,,UK Government,43,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,01/06/2013,Society of Editors,Not recorded by reporting department,Attorney General's Office,,,,UK Government,44,
Rt Hon Dominic Grieve QC,Attorney General,02/07/2013,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,45,
Rt Hon Dominic Grieve QC,Attorney General,03/07/2013,Bar Standards Board,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,46,
Rt Hon Dominic Grieve QC,Attorney General,22/07/2013,Association of Chief Police Officers,Discussion on developments in policing,Attorney General's Office,,,,UK Government,47,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,02/07/2013,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,48,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,03/07/2013,Bar Standards Board,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,49,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,11/07/2013,GC100,Discussion on Economic Crime,Attorney General's Office,,,,UK Government,50,
Rt Hon Dominic Grieve QC,Attorney General,16/10/2013,CILEx,Catch up on issues affecting Chartered Legal Executives,Attorney General's Office,,,,UK Government,51,
Rt Hon Dominic Grieve QC,Attorney General,21/10/2013,Justice,Introductory meeting with new Director,Attorney General's Office,,,,UK Government,52,
Rt Hon Dominic Grieve QC,Attorney General,25/11/2013,Law Society,Catch up on issues affecting the solicitors' profession,Attorney General's Office,,,,UK Government,53,
Rt Hon Dominic Grieve QC,Attorney General,27/11/2013,Delegation of Russian Judges,To discuss justice and rule of law matters.,Attorney General's Office,,,,UK Government,54,
Rt Hon Dominic Grieve QC,Attorney General,03/12/2013,Delegation of French Judges,To promote better understanding of the British judicial and common law systems,Attorney General's Office,,,,UK Government,55,
Rt Hon Dominic Grieve QC,Attorney General,09/12/2013,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,56,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,16/10/2013,CILEx,Catch up on issues affecting Chartered Legal Executives,Attorney General's Office,,,,UK Government,57,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,25/11/2013,Law Society,Catch up on issues affecting the solicitors' profession,Attorney General's Office,,,,UK Government,58,
Rt Hon Sir Oliver Heald QC MP,Solicitor General,09/12/2013,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,59,
Rt Hon Dominic Grieve QC,Attorney General,04/07/2014,Oxford Global Cyber Capacity Centre,Briefing on work of the centre,Attorney General's Office,,,,UK Government,60,
Rt Hon Dominic Grieve QC,Attorney General,14/07/2014,Magna Carta Trust,To discuss upcoming th800 anniversary celebrations,Attorney General's Office,,,,UK Government,61,
Rt Hon Jeremy Wright QC MP,Attorney General,26/07/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,62,
Rt Hon Jeremy Wright QC MP,Attorney General,10/09/2014,Law Society,Introductory meeting with the President of the Law Society,Attorney General's Office,,,,UK Government,63,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,26/07/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,64,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,10/09/2014,Law Society,Introductory meeting with the President of the Law Society,Attorney General's Office,,,,UK Government,65,
Rt Hon Jeremy Wright QC MP,Attorney General,20/10/2014,Young Barristers’ Committee,Introductory meeting with the YBC,Attorney General's Office,,,,UK Government,66,
Rt Hon Jeremy Wright QC MP,Attorney General,23/10/2014,ACPO,Discussion on police relations with media,Attorney General's Office,,,,UK Government,67,
Rt Hon Jeremy Wright QC MP,Attorney General,01/11/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,68,
Rt Hon Jeremy Wright QC MP,Attorney General,06/11/2014,European Court of Human Rights,Introductory meeting with President of Court,Attorney General's Office,,,,UK Government,69,
Rt Hon Jeremy Wright QC MP,Attorney General,17/11/2014,Solicitors Regulatory Authority,Introductory meeting,Attorney General's Office,,,,UK Government,70,
Rt Hon Jeremy Wright QC MP,Attorney General,26/11/2014,Bar Council,General discussion,Attorney General's Office,,,,UK Government,71,
Rt Hon Jeremy Wright QC MP,Attorney General,08/12/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,72,
Rt Hon Jeremy Wright QC MP,Attorney General,08/12/2014,Bar Standards Board,Introductory meeting,Attorney General's Office,,,,UK Government,73,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,20/10/2014,Young Barristers’ Committee,Introductory meeting with the YBC,Attorney General's Office,,,,UK Government,74,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,01/11/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,75,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,17/11/2014,Solicitors Regulatory Authority,Introductory meeting,Attorney General's Office,,,,UK Government,76,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,26/11/2014,Bar Council,General discussion,Attorney General's Office,,,,UK Government,77,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,08/12/2014,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,78,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,08/12/2014,Bar Standards Board,Introductory meeting,Attorney General's Office,,,,UK Government,79,
Rt Hon Jeremy Wright QC MP,Attorney General,12/01/2015,Chartered Institute of Legal Executives,General update on issues affecting legal executives,Attorney General's Office,,,,UK Government,80,
Rt Hon Jeremy Wright QC MP,Attorney General,24/01/2015,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,81,
Rt Hon Jeremy Wright QC MP,Attorney General,26/01/2015,European Court of Justice,Introductory meeting with UK judge,Attorney General's Office,,,,UK Government,82,
Rt Hon Jeremy Wright QC MP,Attorney General,03/03/2015,Law Society,Catch up on issues affecting solicitors,Attorney General's Office,,,,UK Government,83,
Rt Hon Jeremy Wright QC MP,Attorney General,03/03/2015,Barnardo’s,Discussion on prosecuting child sexual exploitation,Attorney General's Office,,,,UK Government,84,
Rt Hon Jeremy Wright QC MP,Attorney General,04/03/2015,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,85,
Rt Hon Jeremy Wright QC MP,Attorney General,11/03/2015,Facebook,Introductory meeting regarding legal issues in social media,Attorney General's Office,,,,UK Government,86,
Rt Hon Jeremy Wright QC MP,Attorney General,11/03/2015,Twitter,Introductory meeting regarding legal issues in social media,Attorney General's Office,,,,UK Government,87,
Rt Hon Jeremy Wright QC MP,Attorney General,11/03/2015,JUSTICE,Introductory meeting,Attorney General's Office,,,,UK Government,88,
Rt Hon Jeremy Wright QC MP,Attorney General,21/03/2015,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,89,
Rt Hon Jeremy Wright QC MP,Attorney General,24/03/2015,Law Society of Scotland,Catch up on issues affecting solicitors in Scotland,Attorney General's Office,,,,UK Government,90,
Rt Hon Jeremy Wright QC MP,Attorney General,25/03/2015,Bar Standards Board,Discussion on regulation of the Bar,Attorney General's Office,,,,UK Government,91,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,12/01/2015,Chartered Institute of Legal Executives,General update,Attorney General's Office,,,,UK Government,92,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,15/01/2015,Women’s Aid,Discuss Serious Crime Bill,Attorney General's Office,,,,UK Government,93,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,24/01/2015,Bar Council,Council meeting,Attorney General's Office,,,,UK Government,94,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,28/01/2015,Low Commission,Discussion on work of the Commission,Attorney General's Office,,,,UK Government,95,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,11/02/2015,Barnardo’s,Discuss Serious Crime Bill,Attorney General's Office,,,,UK Government,96,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,04/03/2015,Bar Council,Catch up on issues affecting the Bar,Attorney General's Office,,,,UK Government,97,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,25/03/2015,Bar Standards Board,Discussion on regulation of the Bar,Attorney General's Office,,,,UK Government,98,
Rt Hon Jeremy Wright QC MP,Attorney General,20/01/2016,Lord Neuberger & Lady Hale,Discussion of issues relating to the UK Supreme Court,Attorney General's Office,,,,UK Government,99,
